ciudad,temperatura,unidad
Guadalajara_8446,27.8,C
Cairo_8447,27.3,C
Estocolmo_8448,30.1,C
Seattle_8449,44.6,F
Melbourne_8450,25.7,C
Denver_8451,-23.6,C
Berlin_8452,20.5,C
Oslo_8453,30.4,F
Atenas_8454,10.1,C
Santiago_8455,48.2,F
Berlin_8456,-8.7,C
Puebla_8457,35.2,C
Berlin_8458,19.4,C
Lima_8459,80.9,F
Bogota_8460,-19.8,C
Bogota_8461,20.6,C
Denver_8462,30.7,F
Seattle_8463,-3.7,C
Ankara_8464,18.1,C
Tijuana_8465,-17.2,C
Bogota_8466,20.7,C
Estocolmo_8467,-11.3,F
Moscu_8468,40.9,C
Sydney_8469,2.2,F
Atenas_8470,-11.2,C
Lima_8471,-25,C
Honolulu_8472,62.7,F
Honolulu_8473,48.3,F
Tokio_8474,36.7,C
Lima_8475,12.6,C
Budapest_8476,75.6,F
Mumbai_8477,91,F
Bogota_8478,-11.1,C
Puebla_8479,98.9,F
Paris_8480,21.2,C
Sydney_8481,110.6,F
Estocolmo_8482,-12.7,F
Santiago_8483,9,C
Bangkok_8484,87,F
Pekín_8485,98.7,F
Dubai_8486,87.8,F
Ankara_8487,53.4,F
Dubai_8488,18.2,C
Buenos Aires_8489,11.6,F
Moscu_8490,93.4,F
Cancun_8491,46.2,C
Monterrey_8492,3.6,F
Oslo_8493,-12.8,F
Cairo_8494,-29.4,C
Pekín_8495,-19.1,C
Los Angeles_8496,110.1,F
Puebla_8497,-28.1,C
Singapur_8498,6.7,F
Cancun_8499,46.9,C
Buenos Aires_8500,108.1,F
Cairo_8501,-7,F
Atenas_8502,18.7,C
Honolulu_8503,-5.4,C
Tokio_8504,-24.5,C
CDMX_8505,24.7,C
Budapest_8506,0.6,C
Roma_8507,-19.8,F
Las Vegas_8508,28.1,C
Atenas_8509,-4.9,F
Honolulu_8510,93.7,F
Honolulu_8511,-10,C
Miami_8512,13.1,C
Miami_8513,100.9,F
CDMX_8514,88.3,F
Madrid_8515,1.2,C
Reykjavik_8516,-21.2,C
Miami_8517,56.8,F
Cancun_8518,-12.8,C
Cairo_8519,115,F
Houston_8520,4.8,C
Londres_8521,24.2,F
Buenos Aires_8522,5.6,C
Nueva York_8523,-15.3,C
Miami_8524,-11.7,F
Cairo_8525,44.7,C
Reykjavik_8526,41.8,C
Melbourne_8527,-2.4,F
Sydney_8528,116.2,F
Monterrey_8529,47.3,C
Tokio_8530,-28.8,C
Berlin_8531,16.7,C
Boston_8532,91.7,F
Las Vegas_8533,41.5,C
Atenas_8534,-13.7,C
Pekín_8535,24.2,C
Santiago_8536,48.4,C
Toronto_8537,30.2,C
Monterrey_8538,-24.6,C
Cancun_8539,43.9,C
CDMX_8540,-19.9,C
Singapur_8541,61.5,F
Denver_8542,26.9,F
Miami_8543,94.9,F
Tijuana_8544,13.2,F
Dubai_8545,91.6,F
Chicago_8546,-7.8,C
Melbourne_8547,-1.2,F
Bangkok_8548,108.9,F
Chicago_8549,47.3,F
Bangkok_8550,46.5,C
Bangkok_8551,27.2,C
Puebla_8552,35.5,C
Varsovia_8553,49.3,C
Santiago_8554,75.8,F
Sydney_8555,1.4,C
Cairo_8556,-0.1,F
Helsinki_8557,2.8,F
Roma_8558,-17.6,F
Tokio_8559,49.5,F
Atenas_8560,29.5,C
Cairo_8561,12.1,C
Estocolmo_8562,36.5,C
Denver_8563,28.5,C
Melbourne_8564,42.2,C
Cancun_8565,-5.8,C
Santiago_8566,60.2,F
Lisboa_8567,19.9,F
Caracas_8568,-23,C
Moscu_8569,-18.2,C
Bogota_8570,119.4,F
Cancun_8571,-6.4,F
Denver_8572,-25.6,C
Varsovia_8573,-15.1,C
Tokio_8574,27.4,C
Auckland_8575,-3.3,C
Lagos_8576,88.7,F
Lagos_8577,31.4,F
Bangkok_8578,26.2,C
Toronto_8579,62.5,F
Monterrey_8580,-26.1,C
Miami_8581,113.4,F
Honolulu_8582,42,C
Sydney_8583,47.8,C
Bogota_8584,20.9,C
Guadalajara_8585,40.1,C
Cancun_8586,2.9,C
Varsovia_8587,4.9,C
Cairo_8588,17.6,C
Berlin_8589,-16.1,C
Madrid_8590,-4.8,C
Paris_8591,-12.9,C
Melbourne_8592,21,C
Melbourne_8593,81.8,F
Paris_8594,42.1,C
Londres_8595,3.7,F
Berlin_8596,12.9,C
Roma_8597,41.3,F
Reykjavik_8598,-12.7,F
Bangkok_8599,1.6,F
Atenas_8600,11,F
Budapest_8601,8.1,C
Buenos Aires_8602,38.4,F
Las Vegas_8603,78.6,F
Cairo_8604,63,F
Mumbai_8605,8.6,C
Nairobi_8606,110.6,F
Las Vegas_8607,42.6,F
Helsinki_8608,15.2,C
Lima_8609,-27.8,C
Buenos Aires_8610,47.5,F
Chicago_8611,4.1,C
Tijuana_8612,16.4,C
Caracas_8613,116.4,F
Los Angeles_8614,12.3,C
Nueva York_8615,17.3,C
Santiago_8616,79.7,F
Ankara_8617,36,C
Tijuana_8618,43.5,F
Miami_8619,-2.5,F
Houston_8620,36.3,F
Roma_8621,114.9,F
Ankara_8622,92.2,F
Lagos_8623,84.7,F
Sydney_8624,3.8,F
Lisboa_8625,77.3,F
Denver_8626,-9.9,C
Buenos Aires_8627,27.8,F
Phoenix_8628,8.8,C
Tijuana_8629,49.9,F
Mumbai_8630,36.1,C
Ankara_8631,34.1,C
Caracas_8632,93.2,F
Toronto_8633,34.2,C
Denver_8634,53.8,F
Cancun_8635,21.1,C
Berlin_8636,7.8,F
Atenas_8637,-12.4,C
Boston_8638,-8.9,C
Phoenix_8639,98.5,F
Cairo_8640,65.2,F
Paris_8641,-19.9,F
Buenos Aires_8642,-18.1,C
Guadalajara_8643,31.5,C
Monterrey_8644,40.7,C
Ankara_8645,115.9,F
Oslo_8646,-17.4,C
Nueva York_8647,83.5,F
Cairo_8648,-16.5,F
Madrid_8649,-6.1,C
Santiago_8650,-0.8,C
Atenas_8651,41.5,C
Lisboa_8652,76.4,F
Londres_8653,31.6,C
Monterrey_8654,21.2,C
Moscu_8655,-8.9,F
Caracas_8656,59.2,F
Cancun_8657,40.3,C
Singapur_8658,25.3,C
Varsovia_8659,-2.9,C
Cairo_8660,3.7,C
Monterrey_8661,37.3,C
Nueva York_8662,-14.1,C
Atenas_8663,10.2,C
Cancun_8664,65.3,F
Mumbai_8665,16.4,F
Puebla_8666,84.4,F
Seattle_8667,44.3,C
Singapur_8668,7.7,C
Lisboa_8669,28.7,C
Ankara_8670,33.1,F
Singapur_8671,90.6,F
Sydney_8672,-20.5,C
Bogota_8673,-2.1,C
Monterrey_8674,-4.9,C
Nueva York_8675,109.8,F
Buenos Aires_8676,5.9,F
Bogota_8677,19.6,F
Melbourne_8678,24.7,F
Berlin_8679,65.1,F
Chicago_8680,99,F
Boston_8681,-14.5,C
Toronto_8682,46.8,C
Helsinki_8683,42.4,C
Ankara_8684,-24.2,C
Mumbai_8685,-25.6,C
Ankara_8686,119.7,F
Monterrey_8687,21.7,C
Phoenix_8688,8.6,C
Varsovia_8689,3.2,F
Boston_8690,-22.8,C
Honolulu_8691,-1.5,F
Lagos_8692,21.7,C
Nueva York_8693,40.8,F
Puebla_8694,-5.2,C
Toronto_8695,18.7,C
Pekín_8696,43.5,C
Monterrey_8697,9.4,F
Lisboa_8698,0.4,C
Auckland_8699,20.7,F
Londres_8700,-19.5,C
Moscu_8701,-2.3,C
Phoenix_8702,56.8,F
Helsinki_8703,-4.8,C
Sydney_8704,22.7,C
Cairo_8705,22.7,F
Bogota_8706,24.6,F
Reykjavik_8707,-1.5,C
Paris_8708,10.5,C
Cancun_8709,121.1,F
Honolulu_8710,-19,F
Lagos_8711,121.9,F
Nueva York_8712,-9.4,F
Singapur_8713,9.3,C
Seattle_8714,10.7,C
Monterrey_8715,3.5,F
Helsinki_8716,87.4,F
Lima_8717,-10.4,C
Houston_8718,33.1,C
Las Vegas_8719,121.7,F
Bogota_8720,20.1,C
Melbourne_8721,7.3,C
Dubai_8722,81.4,F
Las Vegas_8723,-16.7,C
Boston_8724,33.8,C
Londres_8725,-5.1,C
Madrid_8726,37.8,C
Varsovia_8727,32.4,F
Madrid_8728,46.3,C
Madrid_8729,11.9,C
Toronto_8730,45.3,C
Nairobi_8731,93.4,F
Varsovia_8732,12.8,C
Tijuana_8733,105.9,F
Lisboa_8734,-2.1,C
Phoenix_8735,31,F
Caracas_8736,20.4,C
Budapest_8737,-18.9,C
Mumbai_8738,19.9,F
Puebla_8739,2.1,C
Lima_8740,31.3,F
Puebla_8741,-4,C
Buenos Aires_8742,43.8,C
Houston_8743,97.6,F
Paris_8744,26.9,C
Phoenix_8745,48.4,C
Reykjavik_8746,88,F
Pekín_8747,5.6,C
Tokio_8748,46.5,C
Houston_8749,35,C
Nairobi_8750,43.3,C
Lima_8751,-3.6,C
Los Angeles_8752,-4.4,C
Berlin_8753,-9.2,C
Dubai_8754,13.4,C
Monterrey_8755,37.2,C
Moscu_8756,24.1,C
Seattle_8757,-21.3,C
Atenas_8758,-15.1,F
Guadalajara_8759,-22,F
Tijuana_8760,46.4,C
Bangkok_8761,47.8,C
Londres_8762,2.1,F
Helsinki_8763,-21.3,C
Lagos_8764,115.6,F
Madrid_8765,24.4,C
Las Vegas_8766,50.9,F
Chicago_8767,49.7,C
Paris_8768,62.3,F
Cancun_8769,34.8,F
Sydney_8770,-28.3,C
Helsinki_8771,40.9,F
Dubai_8772,25.3,F
Cancun_8773,103.8,F
Cairo_8774,29.3,C
Mumbai_8775,53.2,F
CDMX_8776,-26.7,C
Estocolmo_8777,-5.5,F
Nairobi_8778,35.6,C
Melbourne_8779,120,F
Auckland_8780,113.7,F
Las Vegas_8781,109.2,F
Los Angeles_8782,30.5,F
Honolulu_8783,-19.1,C
Santiago_8784,56.3,F
Reykjavik_8785,115.9,F
Caracas_8786,4,C
Paris_8787,-6.2,F
Denver_8788,39.1,F
Budapest_8789,57.1,F
Nairobi_8790,100.5,F
Cancun_8791,63.6,F
Varsovia_8792,9.5,C
Phoenix_8793,31.7,F
Nueva York_8794,35.1,C
Paris_8795,-0.7,F
CDMX_8796,103,F
Ankara_8797,-2.1,C
Phoenix_8798,48.7,F
Cairo_8799,20.3,C
Denver_8800,-6.9,C
Toronto_8801,36.9,F
Houston_8802,112.8,F
Auckland_8803,-15.6,C
Nueva York_8804,72.6,F
Mumbai_8805,90.3,F
Singapur_8806,-2.5,C
Melbourne_8807,52.4,F
Tokio_8808,16.5,C
Singapur_8809,19,C
Sydney_8810,47.5,C
Lagos_8811,-23.4,C
Paris_8812,28.6,C
CDMX_8813,5.7,C
Roma_8814,21.4,C
Tijuana_8815,43.9,C
Monterrey_8816,94.8,F
Berlin_8817,93.9,F
Melbourne_8818,85.6,F
Mumbai_8819,-29.1,C
Londres_8820,16,F
Cancun_8821,26.2,F
Bogota_8822,31.1,F
Auckland_8823,86.6,F
Moscu_8824,33.3,C
CDMX_8825,20.7,F
Estocolmo_8826,-15,F
Pekín_8827,25.7,C
Seattle_8828,-6.6,C
Guadalajara_8829,-19.1,F
Auckland_8830,-3.3,C
Phoenix_8831,18.9,C
Lima_8832,-6.9,C
Dubai_8833,96.2,F
CDMX_8834,-24.1,C
Puebla_8835,85.7,F
Cancun_8836,63.9,F
Helsinki_8837,12.9,C
Phoenix_8838,32,C
Paris_8839,38.3,C
Toronto_8840,24.9,F
Lisboa_8841,20.1,C
Guadalajara_8842,13.3,C
Puebla_8843,16.4,C
Atenas_8844,16.8,C
Santiago_8845,44.2,F
Cairo_8846,118.2,F
Toronto_8847,-1.7,C
Nueva York_8848,69.6,F
Atenas_8849,38.8,F
Houston_8850,26.2,C
Cairo_8851,30.1,F
Las Vegas_8852,12,C
Berlin_8853,111.6,F
Seattle_8854,9.8,F
Lima_8855,14.4,C
Mumbai_8856,88.6,F
Lima_8857,50,C
Cancun_8858,-19.2,F
Madrid_8859,34.8,C
Sydney_8860,12.2,F
Lagos_8861,-7.1,C
Puebla_8862,47.3,C
Moscu_8863,113.1,F
Houston_8864,7.1,C
Boston_8865,-18.9,C
Singapur_8866,9.3,F
Nueva York_8867,17.9,C
Tokio_8868,0.4,C
Houston_8869,4.1,C
Budapest_8870,95.7,F
Cancun_8871,11.5,C
Puebla_8872,16.8,C
Bangkok_8873,34.7,F
Tokio_8874,94.3,F
Reykjavik_8875,23.2,C
Cairo_8876,46.4,C
Ankara_8877,80.6,F
Budapest_8878,-11.6,F
Estocolmo_8879,13.6,C
Varsovia_8880,9.7,C
Lagos_8881,84.2,F
Nairobi_8882,24.4,C
Sydney_8883,81.9,F
Auckland_8884,-11.9,F
Budapest_8885,-9.9,C
Los Angeles_8886,57.1,F
Ankara_8887,11.8,C
Berlin_8888,26.9,C
Helsinki_8889,1.5,C
Caracas_8890,48,C
Madrid_8891,43.8,F
Varsovia_8892,65.2,F
Tokio_8893,121.1,F
Cancun_8894,-15.8,F
Seattle_8895,-17.4,C
Dubai_8896,12.9,F
Dubai_8897,72.4,F
Phoenix_8898,120.3,F
Guadalajara_8899,-2.1,F
Budapest_8900,-19.4,F
Madrid_8901,-15.5,C
Buenos Aires_8902,49,F
Estocolmo_8903,15.3,C
Boston_8904,-11.5,C
Honolulu_8905,43.4,C
Lagos_8906,-5.6,F
Paris_8907,33.9,C
Londres_8908,42.2,F
Cairo_8909,1.5,C
Seattle_8910,47.3,C
Nueva York_8911,118.5,F
Bangkok_8912,38,C
Oslo_8913,49.2,C
Oslo_8914,73.2,F
Estocolmo_8915,86.8,F
Seattle_8916,25.7,C
Ankara_8917,2.4,C
Dubai_8918,36,C
Paris_8919,6.9,C
Nueva York_8920,-16.5,F
Varsovia_8921,-22.6,C
Los Angeles_8922,72.4,F
Budapest_8923,-26.9,C
Ankara_8924,-5.1,C
Lisboa_8925,-19.4,F
Tijuana_8926,36.1,C
Berlin_8927,-13.8,C
Santiago_8928,49.8,F
Miami_8929,115.9,F
Honolulu_8930,-11.6,F
Nairobi_8931,40.4,F
Berlin_8932,46.6,C
Las Vegas_8933,41.8,F
Moscu_8934,24.2,F
Bogota_8935,55.5,F
Ankara_8936,56.9,F
Varsovia_8937,97.1,F
Reykjavik_8938,-9.2,C
Tijuana_8939,49.1,C
Moscu_8940,-7.7,F
Pekín_8941,88.6,F
Oslo_8942,79,F
Cancun_8943,14.1,C
Lima_8944,32.9,C
Roma_8945,-13.4,F
Singapur_8946,32.6,C
Tijuana_8947,24,C
Buenos Aires_8948,13.7,C
Melbourne_8949,37.6,F
Miami_8950,5.9,C
Berlin_8951,-17,F
Singapur_8952,-0.1,F
Singapur_8953,0.4,C
Nueva York_8954,-17.4,F
Tokio_8955,-15.8,C
Nairobi_8956,1.5,C
Guadalajara_8957,68.6,F
Monterrey_8958,32,C
Las Vegas_8959,22,C
Lisboa_8960,-19.9,F
Moscu_8961,22.8,F
Nueva York_8962,12.9,F
Oslo_8963,63.9,F
CDMX_8964,-19,C
Roma_8965,17.1,F
Pekín_8966,24.2,F
Seattle_8967,3.6,C
Reykjavik_8968,41.2,C
Atenas_8969,20.2,C
Paris_8970,8.1,C
Atenas_8971,-11.5,C
Sydney_8972,10.6,C
Paris_8973,-7.3,C
Houston_8974,50.7,F
Budapest_8975,-12.4,C
Londres_8976,49.7,F
Seattle_8977,12.8,F
Honolulu_8978,22.1,C
Paris_8979,75.5,F
Varsovia_8980,84,F
Guadalajara_8981,21.6,F
Ankara_8982,10.4,C
Monterrey_8983,-2.4,C
Helsinki_8984,13.2,F
Pekín_8985,6,F
Atenas_8986,116.7,F
Paris_8987,15.3,C
Guadalajara_8988,35.1,C
Reykjavik_8989,77.1,F
Estocolmo_8990,-12.7,C
Denver_8991,-13.7,F
Helsinki_8992,-27.5,C
Seattle_8993,57.2,F
Lagos_8994,115.3,F
Seattle_8995,-11.6,C
Seattle_8996,48.9,C
Pekín_8997,-9.4,C
Roma_8998,9.2,F
Singapur_8999,45.4,F
Boston_9000,22.9,F
Seattle_9001,77.7,F
Phoenix_9002,41.3,F
Dubai_9003,-19.2,C
Nairobi_9004,36.1,C
Los Angeles_9005,96,F
Dubai_9006,61,F
Helsinki_9007,31.6,C
Singapur_9008,41.9,C
Oslo_9009,92.1,F
Las Vegas_9010,75.6,F
Madrid_9011,18.1,C
Singapur_9012,-30,C
Moscu_9013,-19.8,C
Pekín_9014,30.4,C
Londres_9015,97.1,F
Varsovia_9016,-6.8,F
Ankara_9017,-2.9,F
Denver_9018,-13.2,C
Oslo_9019,45,F
Phoenix_9020,41.4,F
Auckland_9021,-8.2,C
Dubai_9022,-3.8,F
Pekín_9023,-18.9,F
Reykjavik_9024,-18.8,F
Berlin_9025,20.8,C
Toronto_9026,-8.8,C
Ankara_9027,-20.4,F
Pekín_9028,6.8,C
Paris_9029,41.7,C
Miami_9030,8.7,C
Los Angeles_9031,71.1,F
Guadalajara_9032,43.6,C
Las Vegas_9033,46.4,F
Houston_9034,49.3,C
Cairo_9035,46.3,C
Denver_9036,-9.6,F
Tokio_9037,-5.7,C
Los Angeles_9038,68.7,F
Cancun_9039,6.3,F
Bogota_9040,-23.7,C
Bogota_9041,41.7,F
Tokio_9042,9.9,C
Lima_9043,0.1,C
Paris_9044,-20.2,C
Chicago_9045,50.6,F
Seattle_9046,26.3,F
Madrid_9047,0.8,C
Sydney_9048,49.5,C
Paris_9049,10.5,C
Nairobi_9050,79.9,F
Roma_9051,4.5,C
Miami_9052,118.9,F
Melbourne_9053,-19.1,C
Seattle_9054,77.2,F
Los Angeles_9055,-7.6,F
Madrid_9056,86.3,F
Lima_9057,15,F
Boston_9058,-14.5,C
Ankara_9059,113.5,F
Guadalajara_9060,63.1,F
Buenos Aires_9061,-10.9,C
Toronto_9062,105.6,F
Phoenix_9063,46.9,C
Lisboa_9064,-21.6,C
Buenos Aires_9065,15.9,C
Melbourne_9066,27.8,C
Cairo_9067,21.4,C
Londres_9068,3.8,C
Buenos Aires_9069,11.3,C
Honolulu_9070,-18.9,C
Las Vegas_9071,-3.5,C
Chicago_9072,20.7,C
Budapest_9073,27.7,C
Las Vegas_9074,1.7,F
Lagos_9075,61.8,F
Seattle_9076,16.6,C
Sydney_9077,117.2,F
Helsinki_9078,72.5,F
Cairo_9079,-9.4,C
Dubai_9080,43,F
Las Vegas_9081,94.5,F
Miami_9082,-4,F
Paris_9083,22.2,F
Los Angeles_9084,104.1,F
Santiago_9085,19.4,C
Honolulu_9086,0.4,C
Berlin_9087,26.8,C
Budapest_9088,16.7,F
Budapest_9089,22.8,C
Honolulu_9090,9.1,C
Singapur_9091,60.1,F
Tijuana_9092,22.2,F
Las Vegas_9093,43.1,C
Estocolmo_9094,-22.7,C
Bangkok_9095,65.6,F
Helsinki_9096,-14.2,F
Londres_9097,17.1,C
Auckland_9098,54.5,F
Chicago_9099,46,C
Caracas_9100,7.4,C
Guadalajara_9101,-0.4,C
Bangkok_9102,14.9,C
Paris_9103,80.4,F
Nairobi_9104,25.7,F
Cairo_9105,31.4,C
Las Vegas_9106,71.3,F
Miami_9107,93.1,F
Varsovia_9108,24.1,C
Boston_9109,75.3,F
Auckland_9110,-5.5,C
Santiago_9111,57.4,F
Los Angeles_9112,31.4,F
Guadalajara_9113,17.3,C
Cairo_9114,29.5,C
Singapur_9115,2.1,F
Buenos Aires_9116,84.9,F
Guadalajara_9117,-6,C
Roma_9118,-10.9,C
Melbourne_9119,9.3,C
Monterrey_9120,-27.2,C
Houston_9121,-21.4,C
Boston_9122,110.6,F
Nueva York_9123,24.9,C
Monterrey_9124,33,F
Caracas_9125,8.4,C
Caracas_9126,22.7,C
Ankara_9127,24.9,C
Pekín_9128,111.8,F
Cairo_9129,46.6,C
Berlin_9130,57.2,F
Roma_9131,0.5,C
Singapur_9132,5.3,C
Lagos_9133,45.5,C
Londres_9134,88.3,F
Londres_9135,64.5,F
Oslo_9136,35.6,C
Pekín_9137,63.2,F
Oslo_9138,49,F
Cairo_9139,70.6,F
Pekín_9140,-19.3,C
Bogota_9141,-10.9,C
Bogota_9142,-17.8,C
Buenos Aires_9143,22.5,C
Estocolmo_9144,2.5,C
Cancun_9145,86.3,F
Helsinki_9146,48.8,C
Honolulu_9147,5.5,C
Guadalajara_9148,-6.1,C
Melbourne_9149,5.1,C
Seattle_9150,36.4,C
Lima_9151,64.8,F
Atenas_9152,-9.7,C
Londres_9153,-21.2,C
Buenos Aires_9154,7.2,C
Helsinki_9155,51.1,F
Denver_9156,40.3,F
Los Angeles_9157,8.9,F
Oslo_9158,24.9,F
Lima_9159,96,F
Guadalajara_9160,95,F
Lima_9161,89.9,F
Atenas_9162,-14.4,C
Tijuana_9163,22,F
Honolulu_9164,13.1,F
Berlin_9165,2.5,C
Moscu_9166,77.5,F
Nueva York_9167,-13.9,C
Lima_9168,36.5,F
Honolulu_9169,-6.8,C
Auckland_9170,-23.5,C
Madrid_9171,38.4,C
Paris_9172,45.9,F
Lisboa_9173,99.9,F
Tokio_9174,-10.5,C
Sydney_9175,4.6,C
Dubai_9176,14.2,C
Bogota_9177,85.1,F
Caracas_9178,1.9,C
Miami_9179,-11.8,F
Lagos_9180,-4.9,F
Seattle_9181,-6.6,C
Lisboa_9182,108.9,F
Bangkok_9183,-2,F
Chicago_9184,-11.3,C
Madrid_9185,3.2,C
Lagos_9186,-16.1,C
Los Angeles_9187,18.9,C
Nairobi_9188,98.2,F
Auckland_9189,10.5,F
Cairo_9190,110.1,F
Boston_9191,52.7,F
Oslo_9192,15,C
Monterrey_9193,105.9,F
Sydney_9194,-29.8,C
Buenos Aires_9195,85.1,F
Pekín_9196,3,C
Caracas_9197,52.5,F
Mumbai_9198,7.6,C
Berlin_9199,7.7,C
Chicago_9200,9,C
Cancun_9201,-21.4,F
Madrid_9202,19.9,C
Miami_9203,4.2,C
Chicago_9204,49,C
Lisboa_9205,26.2,F
Buenos Aires_9206,-9.3,C
Miami_9207,-11.4,C
Houston_9208,-16,C
Phoenix_9209,36.5,C
Honolulu_9210,68.2,F
Oslo_9211,38.1,F
Las Vegas_9212,42,C
Singapur_9213,-26.6,C
Moscu_9214,-4.6,C
Phoenix_9215,40.6,C
Reykjavik_9216,-21.9,C
Lisboa_9217,2.5,C
Nairobi_9218,9.7,F
Guadalajara_9219,6.5,F
Lisboa_9220,-20.2,C
Puebla_9221,-19.2,C
Phoenix_9222,40,C
Boston_9223,-16,C
Oslo_9224,45.4,F
Bogota_9225,-6.4,F
Phoenix_9226,28,C
Chicago_9227,12,F
Caracas_9228,-5.1,C
Miami_9229,48.9,C
Nairobi_9230,6.3,C
Sydney_9231,77.4,F
Lagos_9232,120.1,F
Bangkok_9233,-9.1,C
Lima_9234,42.5,C
Tijuana_9235,74.4,F
Bangkok_9236,0.2,C
Madrid_9237,40.7,F
Moscu_9238,15.7,F
Roma_9239,74.2,F
Varsovia_9240,52.7,F
Londres_9241,35.9,F
Oslo_9242,73.1,F
Moscu_9243,-17.1,C
CDMX_9244,-3.9,C
Nairobi_9245,104.4,F
Puebla_9246,69,F
Seattle_9247,44.2,C
Budapest_9248,-8.4,F
Tijuana_9249,59.7,F
Bogota_9250,11.4,C
Melbourne_9251,-20.4,C
Berlin_9252,116.7,F
Guadalajara_9253,88.6,F
Singapur_9254,-7.9,F
Honolulu_9255,20.2,C
Sydney_9256,16.4,C
Denver_9257,28.6,C
Berlin_9258,-2.9,C
Toronto_9259,85.9,F
Sydney_9260,66.1,F
Sydney_9261,85.3,F
Los Angeles_9262,67.4,F
Puebla_9263,78.2,F
Denver_9264,-15.5,C
Caracas_9265,47.1,F
Roma_9266,118.7,F
Helsinki_9267,8.6,C
Los Angeles_9268,30.4,C
Varsovia_9269,17.8,F
Denver_9270,0.5,F
Cairo_9271,91.8,F
Sydney_9272,26,F
Sydney_9273,103.3,F
Varsovia_9274,115,F
Varsovia_9275,24.7,F
Melbourne_9276,44.7,C
Nairobi_9277,-16.6,F
Monterrey_9278,74.5,F
Chicago_9279,16.5,C
Monterrey_9280,46.9,F
Varsovia_9281,47.4,C
Bangkok_9282,-11,C
Santiago_9283,-11.8,C
Chicago_9284,2.6,C
Budapest_9285,25.6,C
Los Angeles_9286,-26,C
Melbourne_9287,-17.6,C
Tokio_9288,69.1,F
Puebla_9289,25.5,C
Puebla_9290,-13.2,F
Cairo_9291,7.1,C
Cancun_9292,7.1,F
Reykjavik_9293,-7.3,C
Chicago_9294,101.1,F
Lagos_9295,-6,C
Bogota_9296,51,F
Moscu_9297,44.6,F
Berlin_9298,31.3,C
Madrid_9299,23.6,C
Helsinki_9300,3,F
Caracas_9301,-21.9,C
Sydney_9302,53.8,F
Honolulu_9303,88,F
Dubai_9304,87.3,F
Helsinki_9305,3.2,C
Chicago_9306,34.1,C
Miami_9307,30.4,C
Boston_9308,10,C
Buenos Aires_9309,51.1,F
Miami_9310,114.2,F
CDMX_9311,47.7,C
Mumbai_9312,26.8,F
Nairobi_9313,20.5,F
Sydney_9314,21.7,C
Lima_9315,0.9,C
Singapur_9316,25.2,C
Las Vegas_9317,25,C
CDMX_9318,-7.8,F
Dubai_9319,55.4,F
Las Vegas_9320,27.9,C
Estocolmo_9321,44,C
Los Angeles_9322,37.4,C
Cairo_9323,-2.8,C
Boston_9324,38,C
Atenas_9325,116.1,F
Los Angeles_9326,28,C
Berlin_9327,8.2,F
Auckland_9328,-12.1,F
Dubai_9329,3.6,C
Madrid_9330,44.9,C
Dubai_9331,11.1,F
Nairobi_9332,18.6,F
Atenas_9333,37.2,F
Reykjavik_9334,-17.9,C
Helsinki_9335,37.9,F
Phoenix_9336,43.5,F
Cairo_9337,4.1,C
Buenos Aires_9338,101.3,F
Helsinki_9339,-5.8,F
Varsovia_9340,50.2,F
Bogota_9341,113.2,F
Berlin_9342,14,C
Estocolmo_9343,16.9,F
Moscu_9344,11.3,C
Guadalajara_9345,19.6,F
Reykjavik_9346,28.4,C
Los Angeles_9347,97,F
Pekín_9348,71.3,F
Tijuana_9349,95.5,F
Phoenix_9350,4.8,C
Reykjavik_9351,12.8,C
Bogota_9352,10,C
Londres_9353,69.7,F
Londres_9354,39.3,C
Chicago_9355,-4.2,F
Toronto_9356,56,F
Houston_9357,36.8,C
Lagos_9358,117.7,F
Bangkok_9359,29.1,C
Berlin_9360,118.7,F
Las Vegas_9361,48.3,C
Atenas_9362,16.5,C
Reykjavik_9363,-2.2,C
Varsovia_9364,73.1,F
Las Vegas_9365,25.3,F
Lisboa_9366,9.8,F
Buenos Aires_9367,35.8,F
Chicago_9368,-7.5,C
Chicago_9369,49,F
Honolulu_9370,-14.3,C
Reykjavik_9371,63.5,F
Londres_9372,102.9,F
Atenas_9373,31.9,C
Miami_9374,-8.3,F
Boston_9375,-6.8,C
Reykjavik_9376,-7.8,F
Reykjavik_9377,6,F
Paris_9378,39.9,F
Phoenix_9379,-10.6,C
Bogota_9380,32,C
Lagos_9381,39.4,C
Melbourne_9382,-9.6,C
Sydney_9383,34.1,C
Nueva York_9384,84.2,F
Auckland_9385,-1.8,C
Madrid_9386,44.6,C
Bogota_9387,75.2,F
Denver_9388,18,C
Atenas_9389,77.9,F
Mumbai_9390,48.4,C
Helsinki_9391,107.1,F
Lima_9392,18.3,C
Lagos_9393,76.8,F
Pekín_9394,45.5,C
Ankara_9395,28.3,F
Seattle_9396,-14.9,C
Seattle_9397,-25,C
Singapur_9398,-21.9,C
Monterrey_9399,29.3,C
Toronto_9400,112.6,F
Atenas_9401,18.1,C
Boston_9402,5.6,C
Bogota_9403,11.2,C
Atenas_9404,-14.2,C
Helsinki_9405,-7.5,C
Reykjavik_9406,-12.5,F
Singapur_9407,-28.9,C
Budapest_9408,67.7,F
Buenos Aires_9409,48.3,C
Sydney_9410,34.5,C
Tijuana_9411,-18.7,C
Monterrey_9412,-8.3,F
Guadalajara_9413,-16.1,C
